id_voo,numero_voo,data_voo,ano,mes,mes_nome,ano_mes,dia_semana,origem_cidade,origem_iata,origem_uf,origem_regiao,origem_lat,origem_lon,destino_cidade,destino_iata,destino_uf,destino_regiao,destino_lat,destino_lon,rota,distancia_km,tipo_aeronave,capacidade_aeronave,passageiros,taxa_ocupacao,preco_medio_passagem,receita_voo,custo_voo,lucro_voo,atraso_minutos,situacao_voo,motivo_atraso_cancelamento,duracao_minutos,satisfacao_passageiros
V103679,VX4364,2025-12-08,2025,12,Dezembro,2025-12,Segunda,Curitiba,CWB,PR,Sul,-25.5285,-49.1758,Natal,NAT,RN,Nordeste,-5.7681,-35.3762,CWB - NAT,2643,Airbus A321neo,220,202,0.9182,553.6400,111835.2800,80310.1700,31525.1100,2.0000,Pontual,Sem intercorrência,216,2.9000
V103680,VX5181,2025-12-08,2025,12,Dezembro,2025-12,Segunda,Rio de Janeiro,GIG,RJ,Sudeste,-22.8090,-43.2506,São Paulo,CGH,SP,Sudeste,-23.6266,-46.6554,GIG - CGH,360,Embraer E195-E2,136,118,0.8676,244.3700,28835.6600,19286.5400,9549.1200,0.0000,Pontual,Sem intercorrência,53,4.8000
V103681,VX2913,2025-12-08,2025,12,Dezembro,2025-12,Segunda,Brasília,BSB,DF,Centro-Oeste,-15.8697,-47.9208,Florianópolis,FLN,SC,Sul,-27.6705,-48.5477,BSB - FLN,1314,Airbus A321neo,220,187,0.8500,372.3500,69629.4500,57108.5200,12520.9300,0.0000,Pontual,Sem intercorrência,131,4.5000
V103682,VX1110,2025-12-08,2025,12,Dezembro,2025-12,Segunda,Porto Alegre,POA,RS,Sul,-29.9939,-51.1711,Curitiba,CWB,PR,Sul,-25.5285,-49.1758,POA - CWB,534,Embraer E195-E2,136,93,0.6838,302.5500,28137.1500,24698.7200,3438.4300,55.0000,Atrasado,Condições meteorológicas,67,4.9000
V103683,VX6013,2025-12-08,2025,12,Dezembro,2025-12,Segunda,Rio de Janeiro,GIG,RJ,Sudeste,-22.8090,-43.2506,Porto Alegre,POA,RS,Sul,-29.9939,-51.1711,GIG - POA,1122,Airbus A320neo,180,0,0.0000,338.9500,0.0000,15418.7700,-15418.7700,,Cancelado,Condições meteorológicas,113,
V103684,VX2190,2025-12-08,2025,12,Dezembro,2025-12,Segunda,São Paulo,GRU,SP,Sudeste,-23.4356,-46.4731,Brasília,BSB,DF,Centro-Oeste,-15.8697,-47.9208,GRU - BSB,855,Airbus A320neo,180,173,0.9611,300.7000,52021.1000,34012.8600,18008.2400,7.0000,Pontual,Sem intercorrência,81,3.5000
V103685,VX2115,2025-12-08,2025,12,Dezembro,2025-12,Segunda,Salvador,SSA,BA,Nordeste,-12.9086,-38.3225,São Paulo,CGH,SP,Sudeste,-23.6266,-46.6554,SSA - CGH,1480,Airbus A320neo,180,164,0.9111,485.1000,79556.4000,48032.0800,31524.3200,3.0000,Pontual,Sem intercorrência,132,3.6000
V103686,VX1908,2025-12-08,2025,12,Dezembro,2025-12,Segunda,Maceió,MCZ,AL,Nordeste,-9.5108,-35.7917,Campinas,VCP,SP,Sudeste,-23.0074,-47.1345,MCZ - VCP,1926,Embraer E195-E2,136,106,0.7794,507.6600,53811.9600,47101.9100,6710.0500,37.0000,Atrasado,Congestionamento do aeroporto,175,3.0000
V103687,VX6679,2025-12-09,2025,12,Dezembro,2025-12,Terça,São Paulo,CGH,SP,Sudeste,-23.6266,-46.6554,Rio de Janeiro,SDU,RJ,Sudeste,-22.9105,-43.1631,CGH - SDU,366,Boeing 737-800,186,153,0.8226,294.0600,44991.1800,25845.9000,19145.2800,2.0000,Pontual,Sem intercorrência,46,5.0000
V103688,VX8877,2025-12-09,2025,12,Dezembro,2025-12,Terça,Recife,REC,PE,Nordeste,-8.1264,-34.9236,São Paulo,GRU,SP,Sudeste,-23.4356,-46.4731,REC - GRU,2101,Boeing 737-800,186,142,0.7634,456.4000,64808.8000,65492.8600,-684.0600,5.0000,Pontual,Sem intercorrência,182,4.3000
V103689,VX4888,2025-12-09,2025,12,Dezembro,2025-12,Terça,Brasília,BSB,DF,Centro-Oeste,-15.8697,-47.9208,São Paulo,GRU,SP,Sudeste,-23.4356,-46.4731,BSB - GRU,855,Boeing 737-800,186,166,0.8925,297.9000,49451.4000,37496.8500,11954.5500,4.0000,Pontual,Sem intercorrência,95,4.2000
V103690,VX7267,2025-12-09,2025,12,Dezembro,2025-12,Terça,Brasília,BSB,DF,Centro-Oeste,-15.8697,-47.9208,São Paulo,GRU,SP,Sudeste,-23.4356,-46.4731,BSB - GRU,855,Boeing 737-800,186,186,1.0000,363.1500,67545.9000,37274.4300,30271.4700,46.0000,Atrasado,Condições meteorológicas,99,4.6000
V103691,VX6205,2025-12-09,2025,12,Dezembro,2025-12,Terça,Brasília,BSB,DF,Centro-Oeste,-15.8697,-47.9208,São Paulo,GRU,SP,Sudeste,-23.4356,-46.4731,BSB - GRU,855,Embraer E195-E2,136,126,0.9265,320.3600,40365.3600,28342.7200,12022.6400,0.0000,Pontual,Sem intercorrência,90,5.0000
V103692,VX3819,2025-12-09,2025,12,Dezembro,2025-12,Terça,Curitiba,CWB,PR,Sul,-25.5285,-49.1758,Natal,NAT,RN,Nordeste,-5.7681,-35.3762,CWB - NAT,2643,Airbus A321neo,220,173,0.7864,724.9300,125412.8900,86571.0200,38841.8700,50.0000,Atrasado,Atraso da aeronave anterior,221,4.1000
V103693,VX7659,2025-12-09,2025,12,Dezembro,2025-12,Terça,Florianópolis,FLN,SC,Sul,-27.6705,-48.5477,Rio de Janeiro,SDU,RJ,Sudeste,-22.9105,-43.1631,FLN - SDU,757,Airbus A320neo,180,160,0.8889,292.2600,46761.6000,32492.7100,14268.8900,40.0000,Atrasado,Congestionamento do aeroporto,77,4.6000
V103694,VX8300,2025-12-09,2025,12,Dezembro,2025-12,Terça,Manaus,MAO,AM,Norte,-3.0386,-60.0497,Rio de Janeiro,GIG,RJ,Sudeste,-22.8090,-43.2506,MAO - GIG,2847,Boeing 737-800,186,138,0.7419,583.0000,80454.0000,88517.7700,-8063.7700,56.0000,Atrasado,Manutenção técnica,227,3.2000
V103695,VX9570,2025-12-09,2025,12,Dezembro,2025-12,Terça,São Paulo,GRU,SP,Sudeste,-23.4356,-46.4731,Belo Horizonte,CNF,MG,Sudeste,-19.6336,-43.9686,GRU - CNF,496,ATR 72-600,70,69,0.9857,274.5300,18942.5700,12486.1300,6456.4400,9.0000,Pontual,Sem intercorrência,63,3.6000
V103696,VX7738,2025-12-09,2025,12,Dezembro,2025-12,Terça,Campinas,VCP,SP,Sudeste,-23.0074,-47.1345,Rio de Janeiro,SDU,RJ,Sudeste,-22.9105,-43.1631,VCP - SDU,407,ATR 72-600,70,55,0.7857,235.4700,12950.8500,11859.9400,1090.9100,9.0000,Pontual,Sem intercorrência,59,4.4000
V103697,VX5563,2025-12-09,2025,12,Dezembro,2025-12,Terça,São Paulo,GRU,SP,Sudeste,-23.4356,-46.4731,Rio de Janeiro,GIG,RJ,Sudeste,-22.8090,-43.2506,GRU - GIG,337,Embraer E195-E2,136,122,0.8971,225.6200,27525.6400,19856.4900,7669.1500,4.0000,Pontual,Sem intercorrência,50,4.1000
V103698,VX3482,2025-12-09,2025,12,Dezembro,2025-12,Terça,Recife,REC,PE,Nordeste,-8.1264,-34.9236,Rio de Janeiro,SDU,RJ,Sudeste,-22.9105,-43.1631,REC - SDU,1864,Airbus A320neo,180,127,0.7056,532.4000,67614.8000,53084.4500,14530.3500,6.0000,Pontual,Sem intercorrência,156,4.7000
V103699,VX9030,2025-12-09,2025,12,Dezembro,2025-12,Terça,Campinas,VCP,SP,Sudeste,-23.0074,-47.1345,Brasília,BSB,DF,Centro-Oeste,-15.8697,-47.9208,VCP - BSB,798,Airbus A320neo,180,168,0.9333,353.9800,59468.6400,31662.2000,27806.4400,4.0000,Pontual,Sem intercorrência,86,5.0000
V103700,VX5515,2025-12-09,2025,12,Dezembro,2025-12,Terça,Manaus,MAO,AM,Norte,-3.0386,-60.0497,Curitiba,CWB,PR,Sul,-25.5285,-49.1758,MAO - CWB,2758,Boeing 737-800,186,174,0.9355,541.4200,94207.0800,74625.8800,19581.2000,2.0000,Pontual,Sem intercorrência,224,3.5000
V103701,VX2740,2025-12-09,2025,12,Dezembro,2025-12,Terça,São Paulo,CGH,SP,Sudeste,-23.6266,-46.6554,Belo Horizonte,CNF,MG,Sudeste,-19.6336,-43.9686,CGH - CNF,524,Airbus A320neo,180,164,0.9111,291.8800,47868.3200,34118.3700,13749.9500,2.0000,Pontual,Sem intercorrência,74,4.6000
V103702,VX7644,2025-12-10,2025,12,Dezembro,2025-12,Quarta,São Paulo,GRU,SP,Sudeste,-23.4356,-46.4731,Fortaleza,FOR,CE,Nordeste,-3.7763,-38.5326,GRU - FOR,2347,Embraer E195-E2,136,100,0.7353,575.5800,57558.0000,45823.4300,11734.5700,0.0000,Pontual,Sem intercorrência,188,4.9000
V103703,VX5984,2025-12-10,2025,12,Dezembro,2025-12,Quarta,Vitória,VIX,ES,Sudeste,-20.2581,-40.2864,Fortaleza,FOR,CE,Nordeste,-3.7763,-38.5326,VIX - FOR,1843,Boeing 737-800,186,109,0.5860,377.6200,41160.5800,57280.1700,-16119.5900,7.0000,Pontual,Sem intercorrência,157,3.2000
V103704,VX9951,2025-12-10,2025,12,Dezembro,2025-12,Quarta,São Paulo,GRU,SP,Sudeste,-23.4356,-46.4731,Brasília,BSB,DF,Centro-Oeste,-15.8697,-47.9208,GRU - BSB,855,Boeing 737-800,186,121,0.6505,307.6200,37222.0200,35687.6700,1534.3500,5.0000,Pontual,Sem intercorrência,90,4.0000
V103705,VX1107,2025-12-10,2025,12,Dezembro,2025-12,Quarta,Fortaleza,FOR,CE,Nordeste,-3.7763,-38.5326,Maceió,MCZ,AL,Nordeste,-9.5108,-35.7917,FOR - MCZ,706,Embraer E195-E2,136,120,0.8824,289.0900,34690.8000,25077.3700,9613.4300,2.0000,Pontual,Sem intercorrência,71,3.7000
V103706,VX5176,2025-12-10,2025,12,Dezembro,2025-12,Quarta,Recife,REC,PE,Nordeste,-8.1264,-34.9236,São Paulo,CGH,SP,Sudeste,-23.6266,-46.6554,REC - CGH,2129,Airbus A320neo,180,163,0.9056,516.0300,84112.8900,64685.9000,19426.9900,0.0000,Pontual,Sem intercorrência,182,3.3000
V103707,VX9237,2025-12-10,2025,12,Dezembro,2025-12,Quarta,Vitória,VIX,ES,Sudeste,-20.2581,-40.2864,Porto Alegre,POA,RS,Sul,-29.9939,-51.1711,VIX - POA,1539,Boeing 737-800,186,146,0.7849,451.5400,65924.8400,53029.5300,12895.3100,34.0000,Atrasado,Atraso da aeronave anterior,150,3.5000
V103708,VX2165,2025-12-10,2025,12,Dezembro,2025-12,Quarta,Rio de Janeiro,SDU,RJ,Sudeste,-22.9105,-43.1631,São Paulo,CGH,SP,Sudeste,-23.6266,-46.6554,SDU - CGH,366,Airbus A320neo,180,136,0.7556,292.3200,39755.5200,25578.5300,14176.9900,26.0000,Atrasado,Manutenção técnica,46,4.0000
V103709,VX3812,2025-12-10,2025,12,Dezembro,2025-12,Quarta,Belo Horizonte,CNF,MG,Sudeste,-19.6336,-43.9686,Goiânia,GYN,GO,Centro-Oeste,-16.6320,-49.2207,CNF - GYN,648,ATR 72-600,70,69,0.9857,310.9900,21458.3100,14659.4700,6798.8400,5.0000,Pontual,Sem intercorrência,84,4.7000
V103710,VX9091,2025-12-10,2025,12,Dezembro,2025-12,Quarta,Rio de Janeiro,SDU,RJ,Sudeste,-22.9105,-43.1631,São Paulo,CGH,SP,Sudeste,-23.6266,-46.6554,SDU - CGH,366,Embraer E195-E2,136,0,0.0000,279.6700,0.0000,7961.1000,-7961.1000,,Cancelado,Condições meteorológicas,60,
V103711,VX5583,2025-12-10,2025,12,Dezembro,2025-12,Quarta,Goiânia,GYN,GO,Centro-Oeste,-16.6320,-49.2207,Fortaleza,FOR,CE,Nordeste,-3.7763,-38.5326,GYN - FOR,1845,Boeing 737-800,186,162,0.8710,529.7900,85825.9800,63240.5500,22585.4300,1.0000,Pontual,Sem intercorrência,164,4.2000
V103712,VX6061,2025-12-10,2025,12,Dezembro,2025-12,Quarta,Rio de Janeiro,SDU,RJ,Sudeste,-22.9105,-43.1631,São Paulo,CGH,SP,Sudeste,-23.6266,-46.6554,SDU - CGH,366,Airbus A320neo,180,148,0.8222,230.2500,34077.0000,25991.9100,8085.0900,34.0000,Atrasado,Condições meteorológicas,50,3.8000
V103713,VX4799,2025-12-10,2025,12,Dezembro,2025-12,Quarta,Rio de Janeiro,SDU,RJ,Sudeste,-22.9105,-43.1631,São Paulo,CGH,SP,Sudeste,-23.6266,-46.6554,SDU - CGH,366,ATR 72-600,70,65,0.9286,255.0500,16578.2500,11747.1400,4831.1100,0.0000,Pontual,Sem intercorrência,51,3.3000
V103714,VX8632,2025-12-11,2025,12,Dezembro,2025-12,Quinta,Porto Alegre,POA,RS,Sul,-29.9939,-51.1711,Rio de Janeiro,GIG,RJ,Sudeste,-22.8090,-43.2506,POA - GIG,1122,Airbus A321neo,220,172,0.7818,357.4400,61479.6800,51789.9400,9689.7400,7.0000,Pontual,Sem intercorrência,117,4.1000
V103715,VX3861,2025-12-11,2025,12,Dezembro,2025-12,Quinta,Rio de Janeiro,SDU,RJ,Sudeste,-22.9105,-43.1631,Porto Alegre,POA,RS,Sul,-29.9939,-51.1711,SDU - POA,1120,Airbus A320neo,180,164,0.9111,349.0000,57236.0000,48502.3000,8733.7000,4.0000,Pontual,Sem intercorrência,117,4.8000
V103716,VX9227,2025-12-11,2025,12,Dezembro,2025-12,Quinta,São Paulo,CGH,SP,Sudeste,-23.6266,-46.6554,Recife,REC,PE,Nordeste,-8.1264,-34.9236,CGH - REC,2129,Airbus A320neo,180,168,0.9333,455.7400,76564.3200,58834.6300,17729.6900,4.0000,Pontual,Sem intercorrência,175,3.7000
V103717,VX4598,2025-12-11,2025,12,Dezembro,2025-12,Quinta,São Paulo,GRU,SP,Sudeste,-23.4356,-46.4731,Rio de Janeiro,SDU,RJ,Sudeste,-22.9105,-43.1631,GRU - SDU,343,Embraer E195-E2,136,124,0.9118,253.2800,31406.7200,17730.9800,13675.7400,5.0000,Pontual,Sem intercorrência,43,4.0000
V103718,VX2558,2025-12-11,2025,12,Dezembro,2025-12,Quinta,São Paulo,GRU,SP,Sudeste,-23.4356,-46.4731,Fortaleza,FOR,CE,Nordeste,-3.7763,-38.5326,GRU - FOR,2347,Embraer E195-E2,136,119,0.8750,521.3100,62035.8900,55705.5100,6330.3800,6.0000,Pontual,Sem intercorrência,197,4.2000
V103719,VX7831,2025-12-11,2025,12,Dezembro,2025-12,Quinta,Campinas,VCP,SP,Sudeste,-23.0074,-47.1345,Cuiabá,CGB,MT,Centro-Oeste,-15.6529,-56.1167,VCP - CGB,1247,Boeing 737-800,186,159,0.8548,396.6100,63060.9900,49724.9500,13336.0400,3.0000,Pontual,Sem intercorrência,126,3.9000
V103720,VX8591,2025-12-11,2025,12,Dezembro,2025-12,Quinta,São Paulo,CGH,SP,Sudeste,-23.6266,-46.6554,Rio de Janeiro,SDU,RJ,Sudeste,-22.9105,-43.1631,CGH - SDU,366,Airbus A320neo,180,146,0.8111,258.4600,37735.1600,24400.9300,13334.2300,39.0000,Atrasado,Congestionamento do aeroporto,58,4.2000
V103721,VX2697,2025-12-11,2025,12,Dezembro,2025-12,Quinta,Goiânia,GYN,GO,Centro-Oeste,-16.6320,-49.2207,São Paulo,GRU,SP,Sudeste,-23.4356,-46.4731,GYN - GRU,809,Boeing 737-800,186,133,0.7151,339.0700,45096.3100,34664.1300,10432.1800,0.0000,Pontual,Sem intercorrência,84,3.9000
V103722,VX3465,2025-12-11,2025,12,Dezembro,2025-12,Quinta,Salvador,SSA,BA,Nordeste,-12.9086,-38.3225,Campinas,VCP,SP,Sudeste,-23.0074,-47.1345,SSA - VCP,1458,Airbus A320neo,180,152,0.8444,382.3900,58123.2800,46977.4300,11145.8500,11.0000,Pontual,Sem intercorrência,131,5.0000
V103723,VX8701,2025-12-11,2025,12,Dezembro,2025-12,Quinta,Fortaleza,FOR,CE,Nordeste,-3.7763,-38.5326,Brasília,BSB,DF,Centro-Oeste,-15.8697,-47.9208,FOR - BSB,1692,Embraer E195-E2,136,124,0.9118,434.4000,53865.6000,42202.6300,11662.9700,0.0000,Pontual,Sem intercorrência,155,3.5000
V103724,VX5829,2025-12-11,2025,12,Dezembro,2025-12,Quinta,São Paulo,CGH,SP,Sudeste,-23.6266,-46.6554,Rio de Janeiro,SDU,RJ,Sudeste,-22.9105,-43.1631,CGH - SDU,366,Airbus A320neo,180,141,0.7833,262.5200,37015.3200,27134.9200,9880.4000,6.0000,Pontual,Sem intercorrência,60,5.0000
V103725,VX3166,2025-12-11,2025,12,Dezembro,2025-12,Quinta,Belo Horizonte,CNF,MG,Sudeste,-19.6336,-43.9686,Goiânia,GYN,GO,Centro-Oeste,-16.6320,-49.2207,CNF - GYN,648,Boeing 737-800,186,144,0.7742,337.9300,48661.9200,35350.6000,13311.3200,3.0000,Pontual,Sem intercorrência,69,4.5000
V103726,VX3607,2025-12-11,2025,12,Dezembro,2025-12,Quinta,Recife,REC,PE,Nordeste,-8.1264,-34.9236,Curitiba,CWB,PR,Sul,-25.5285,-49.1758,REC - CWB,2454,Airbus A320neo,180,142,0.7889,616.0500,87479.1000,72006.5200,15472.5800,33.0000,Atrasado,Condições meteorológicas,207,3.6000
V103727,VX5678,2025-12-11,2025,12,Dezembro,2025-12,Quinta,Natal,NAT,RN,Nordeste,-5.7681,-35.3762,Florianópolis,FLN,SC,Sul,-27.6705,-48.5477,NAT - FLN,2805,Airbus A321neo,220,185,0.8409,535.8300,99128.5500,95352.9100,3775.6400,33.0000,Atrasado,Condições meteorológicas,233,4.2000
V103728,VX7208,2025-12-11,2025,12,Dezembro,2025-12,Quinta,São Paulo,GRU,SP,Sudeste,-23.4356,-46.4731,Belo Horizonte,CNF,MG,Sudeste,-19.6336,-43.9686,GRU - CNF,496,Airbus A320neo,180,162,0.9000,289.4700,46894.1400,32073.7500,14820.3900,10.0000,Pontual,Sem intercorrência,71,4.4000
V103729,VX8609,2025-12-11,2025,12,Dezembro,2025-12,Quinta,Rio de Janeiro,SDU,RJ,Sudeste,-22.9105,-43.1631,São Paulo,CGH,SP,Sudeste,-23.6266,-46.6554,SDU - CGH,366,ATR 72-600,70,0,0.0000,224.6900,0.0000,4135.0500,-4135.0500,,Cancelado,Condições meteorológicas,43,
V103730,VX1778,2025-12-12,2025,12,Dezembro,2025-12,Sexta,Rio de Janeiro,GIG,RJ,Sudeste,-22.8090,-43.2506,Manaus,MAO,AM,Norte,-3.0386,-60.0497,GIG - MAO,2847,Boeing 737-800,186,186,1.0000,712.5100,132526.8600,75511.9100,57014.9500,4.0000,Pontual,Sem intercorrência,232,4.2000
V103731,VX7865,2025-12-12,2025,12,Dezembro,2025-12,Sexta,Rio de Janeiro,SDU,RJ,Sudeste,-22.9105,-43.1631,São Paulo,CGH,SP,Sudeste,-23.6266,-46.6554,SDU - CGH,366,Airbus A320neo,180,138,0.7667,238.6200,32929.5600,31408.8000,1520.7600,59.0000,Atrasado,Atraso da aeronave anterior,64,3.8000
V103732,VX9913,2025-12-12,2025,12,Dezembro,2025-12,Sexta,São Paulo,GRU,SP,Sudeste,-23.4356,-46.4731,Belo Horizonte,CNF,MG,Sudeste,-19.6336,-43.9686,GRU - CNF,496,Airbus A320neo,180,137,0.7611,307.7200,42157.6400,26670.6400,15487.0000,0.0000,Pontual,Sem intercorrência,57,3.9000
V103733,VX4536,2025-12-12,2025,12,Dezembro,2025-12,Sexta,Rio de Janeiro,SDU,RJ,Sudeste,-22.9105,-43.1631,São Paulo,CGH,SP,Sudeste,-23.6266,-46.6554,SDU - CGH,366,Boeing 737-800,186,166,0.8925,313.1100,51976.2600,25605.2200,26371.0400,1.0000,Pontual,Sem intercorrência,47,3.6000
V103734,VX3605,2025-12-12,2025,12,Dezembro,2025-12,Sexta,Salvador,SSA,BA,Nordeste,-12.9086,-38.3225,Natal,NAT,RN,Nordeste,-5.7681,-35.3762,SSA - NAT,857,Airbus A320neo,180,166,0.9222,350.2800,58146.4800,33651.9700,24494.5100,7.0000,Pontual,Sem intercorrência,80,3.3000
V103735,VX8311,2025-12-12,2025,12,Dezembro,2025-12,Sexta,Rio de Janeiro,SDU,RJ,Sudeste,-22.9105,-43.1631,São Paulo,CGH,SP,Sudeste,-23.6266,-46.6554,SDU - CGH,366,Embraer E195-E2,136,127,0.9338,279.1700,35454.5900,22548.7900,12905.8000,8.0000,Pontual,Sem intercorrência,60,3.1000
V103736,VX7033,2025-12-12,2025,12,Dezembro,2025-12,Sexta,Rio de Janeiro,SDU,RJ,Sudeste,-22.9105,-43.1631,Salvador,SSA,BA,Nordeste,-12.9086,-38.3225,SDU - SSA,1224,Airbus A320neo,180,180,1.0000,429.2500,77265.0000,46310.5500,30954.4500,3.0000,Pontual,Sem intercorrência,113,4.3000
V103737,VX4121,2025-12-12,2025,12,Dezembro,2025-12,Sexta,São Paulo,GRU,SP,Sudeste,-23.4356,-46.4731,Rio de Janeiro,GIG,RJ,Sudeste,-22.8090,-43.2506,GRU - GIG,337,Airbus A320neo,180,168,0.9333,266.6600,44798.8800,26217.2400,18581.6400,78.0000,Atrasado,Atraso da aeronave anterior,50,2.7000
V103738,VX3513,2025-12-12,2025,12,Dezembro,2025-12,Sexta,Florianópolis,FLN,SC,Sul,-27.6705,-48.5477,Recife,REC,PE,Nordeste,-8.1264,-34.9236,FLN - REC,2603,Airbus A320neo,180,151,0.8389,535.0800,80797.0800,68092.9300,12704.1500,5.0000,Pontual,Sem intercorrência,205,4.0000
V103739,VX2913,2025-12-12,2025,12,Dezembro,2025-12,Sexta,Recife,REC,PE,Nordeste,-8.1264,-34.9236,Maceió,MCZ,AL,Nordeste,-9.5108,-35.7917,REC - MCZ,181,Embraer E195-E2,136,98,0.7206,227.9300,22337.1400,20778.6600,1558.4800,39.0000,Atrasado,Congestionamento do aeroporto,44,3.9000
V103740,VX2954,2025-12-13,2025,12,Dezembro,2025-12,Sábado,Campinas,VCP,SP,Sudeste,-23.0074,-47.1345,Recife,REC,PE,Nordeste,-8.1264,-34.9236,VCP - REC,2106,Airbus A321neo,220,156,0.7091,467.3000,72898.8000,73261.6500,-362.8500,0.0000,Pontual,Sem intercorrência,180,4.9000
V103741,VX7310,2025-12-13,2025,12,Dezembro,2025-12,Sábado,Brasília,BSB,DF,Centro-Oeste,-15.8697,-47.9208,São Paulo,CGH,SP,Sudeste,-23.6266,-46.6554,BSB - CGH,873,Airbus A320neo,180,105,0.5833,326.7500,34308.7500,34053.5700,255.1800,1.0000,Pontual,Sem intercorrência,83,4.2000
V103742,VX2699,2025-12-13,2025,12,Dezembro,2025-12,Sábado,Natal,NAT,RN,Nordeste,-5.7681,-35.3762,Vitória,VIX,ES,Sudeste,-20.2581,-40.2864,NAT - VIX,1696,Boeing 737-800,186,141,0.7581,497.2100,70106.6100,62770.3300,7336.2800,2.0000,Pontual,Sem intercorrência,157,3.6000
V103743,VX2315,2025-12-13,2025,12,Dezembro,2025-12,Sábado,Salvador,SSA,BA,Nordeste,-12.9086,-38.3225,Campinas,VCP,SP,Sudeste,-23.0074,-47.1345,SSA - VCP,1458,Boeing 737-800,186,185,0.9946,471.6300,87251.5500,55812.8600,31438.6900,8.0000,Pontual,Sem intercorrência,139,3.3000
V103744,VX5039,2025-12-13,2025,12,Dezembro,2025-12,Sábado,Salvador,SSA,BA,Nordeste,-12.9086,-38.3225,São Paulo,GRU,SP,Sudeste,-23.4356,-46.4731,SSA - GRU,1452,Airbus A320neo,180,117,0.6500,392.6100,45935.3700,52824.2800,-6888.9100,47.0000,Atrasado,Restrição de tráfego aéreo,135,2.9000
V103745,VX4788,2025-12-13,2025,12,Dezembro,2025-12,Sábado,Cuiabá,CGB,MT,Centro-Oeste,-15.6529,-56.1167,Rio de Janeiro,GIG,RJ,Sudeste,-22.8090,-43.2506,CGB - GIG,1566,Airbus A321neo,220,173,0.7864,354.9600,61408.0800,55350.4900,6057.5900,33.0000,Atrasado,Atraso da aeronave anterior,139,3.7000
V103746,VX4800,2025-12-13,2025,12,Dezembro,2025-12,Sábado,São Paulo,GRU,SP,Sudeste,-23.4356,-46.4731,Rio de Janeiro,GIG,RJ,Sudeste,-22.8090,-43.2506,GRU - GIG,337,ATR 72-600,70,63,0.9000,175.0000,11025.0000,11057.3000,-32.3000,39.0000,Atrasado,Congestionamento do aeroporto,57,3.2000
V103747,VX6221,2025-12-13,2025,12,Dezembro,2025-12,Sábado,Brasília,BSB,DF,Centro-Oeste,-15.8697,-47.9208,São Paulo,CGH,SP,Sudeste,-23.6266,-46.6554,BSB - CGH,873,Embraer E195-E2,136,135,0.9926,280.5400,37872.9000,27308.3400,10564.5600,3.0000,Pontual,Sem intercorrência,85,4.3000
V103748,VX8087,2025-12-13,2025,12,Dezembro,2025-12,Sábado,São Paulo,GRU,SP,Sudeste,-23.4356,-46.4731,Belo Horizonte,CNF,MG,Sudeste,-19.6336,-43.9686,GRU - CNF,496,Embraer E195-E2,136,107,0.7868,279.2200,29876.5400,24361.4100,5515.1300,11.0000,Pontual,Sem intercorrência,72,4.8000
V103749,VX5408,2025-12-13,2025,12,Dezembro,2025-12,Sábado,São Paulo,CGH,SP,Sudeste,-23.6266,-46.6554,Brasília,BSB,DF,Centro-Oeste,-15.8697,-47.9208,CGH - BSB,873,Airbus A320neo,180,154,0.8556,345.4400,53197.7600,34405.9200,18791.8400,5.0000,Pontual,Sem intercorrência,89,3.9000
V103750,VX4791,2025-12-13,2025,12,Dezembro,2025-12,Sábado,Brasília,BSB,DF,Centro-Oeste,-15.8697,-47.9208,São Paulo,GRU,SP,Sudeste,-23.4356,-46.4731,BSB - GRU,855,Airbus A321neo,220,211,0.9591,373.4500,78797.9500,37899.1200,40898.8300,5.0000,Pontual,Sem intercorrência,87,3.5000
V103751,VX5934,2025-12-13,2025,12,Dezembro,2025-12,Sábado,Curitiba,CWB,PR,Sul,-25.5285,-49.1758,São Paulo,CGH,SP,Sudeste,-23.6266,-46.6554,CWB - CGH,331,ATR 72-600,70,61,0.8714,244.8400,14935.2400,10509.1800,4426.0600,52.0000,Atrasado,Manutenção técnica,42,2.7000
V103752,VX7531,2025-12-13,2025,12,Dezembro,2025-12,Sábado,Brasília,BSB,DF,Centro-Oeste,-15.8697,-47.9208,São Paulo,GRU,SP,Sudeste,-23.4356,-46.4731,BSB - GRU,855,Boeing 737-800,186,179,0.9624,351.1700,62859.4300,31919.8700,30939.5600,6.0000,Pontual,Sem intercorrência,88,3.5000
V103753,VX5114,2025-12-13,2025,12,Dezembro,2025-12,Sábado,Recife,REC,PE,Nordeste,-8.1264,-34.9236,Florianópolis,FLN,SC,Sul,-27.6705,-48.5477,REC - FLN,2603,Airbus A320neo,180,172,0.9556,553.9000,95270.8000,69042.2400,26228.5600,0.0000,Pontual,Sem intercorrência,216,3.1000
V103754,VX6529,2025-12-14,2025,12,Dezembro,2025-12,Domingo,Cuiabá,CGB,MT,Centro-Oeste,-15.6529,-56.1167,Porto Alegre,POA,RS,Sul,-29.9939,-51.1711,CGB - POA,1673,Boeing 737-800,186,154,0.8280,445.8500,68660.9000,58416.9700,10243.9300,1.0000,Pontual,Sem intercorrência,149,4.0000
V103755,VX7343,2025-12-14,2025,12,Dezembro,2025-12,Domingo,Manaus,MAO,AM,Norte,-3.0386,-60.0497,São Paulo,GRU,SP,Sudeste,-23.4356,-46.4731,MAO - GRU,2697,Airbus A321neo,220,144,0.6545,642.8600,92571.8400,90337.5000,2234.3400,4.0000,Pontual,Sem intercorrência,232,3.5000
